source,titre,prix,quartier,chambres,salles_de_bain,surface_m2,meuble,vue_mer,neuf,lien,surface_estimee,quartier_score
loger-dakar,Appartement F3 à louer – Cité Damel,300000.0,Autre,2.0,2.0,100.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f3-a-louer-cite-damel/,1,639511.9856115108
loger-dakar,APPARTEMENT F4 À LOUER HANN MARISTES 1,700000.0,Hann Maristes,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-hann-maristes-1/,1,432187.5
loger-dakar,STUDIO NEUF À SIPRES VDN,350000.0,Autre,1.0,1.0,60.0,0.0,0.0,1.0,https://www.loger-dakar.com/Bien/studio-neuf-a-sipres-vdn/,1,639511.9856115108
loger-dakar,APPARTEMENTS NEUF DE TYPE F3 et F5 À SIPRES VDN,600000.0,Autre,3.0,3.0,140.0,0.0,0.0,1.0,https://www.loger-dakar.com/Bien/appartements-neuf-de-type-f3-et-f5-a-sipres-vdn/,1,639511.9856115108
loger-dakar,APPARTEMENT F3 À LOUER NORD FOIRE,350000.0,Yoff,2.0,2.0,100.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f3-a-louer-nord-foire-4/,1,528798.4732824428
loger-dakar,APPARTEMENT F3 À LOUER NORD FOIRE,300000.0,Yoff,2.0,2.0,100.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f3-a-louer-nord-foire-3/,1,528798.4732824428
loger-dakar,Villa Meublée avec Piscine et Jardin à Yoff cité Djilly Mbaye– Confort et Tranquillité,250000.0,Yoff,5.0,5.0,220.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/villa-meublee-avec-piscine-et-jardin-a-yoff-cite-djilly-mbaye-confort-et-tranquillite/,1,528798.4732824428
loger-dakar,Appartement meublé f4 aux Almadies – derrière l’ancienne Gondole,750000.0,Almadies,3.0,3.0,140.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-meuble-f4-aux-almadies-derriere-lancienne-gondole/,1,1074463.5443349753
loger-dakar,"Villa d’exception à Ngaparou – Idéale pour les grandes familles, groupes d’amis ou séjours professionnels",400000.0,Autre,9.0,9.0,380.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/villa-dexception-a-ngaparou-ideale-pour-les-grandes-familles-groupes-damis-ou-sejours-professionnels/,1,639511.9856115108
loger-dakar,Appartement F4 meublé à louer à liberté 6 extension,560000.0,Sicap,3.0,2.0,140.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-meuble-a-louer-a-liberte-6-extension/,1,559881.25
loger-dakar,Vivez face à la mer au virage – Appartement F2 meublé tout le confort,600000.0,Ngor,1.0,1.0,60.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/bel-appartement-f2-meuble-en-face-de-la-mer-a-louer-au-virage/,1,799681.1320754717
loger-dakar,Bel appartement F3 à louer au point E sur l’avenue Cheikh Anta Diop,800000.0,Point E,2.0,2.0,100.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/bel-appartement-f3-a-louer-au-point-e-sur-lavenue-cheikh-anta-diop/,1,1003072.2891566266
loger-dakar,APPARTEMENT F3 À LOUER MAMELLES,360000.0,Mamelles,2.0,2.0,100.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f3-a-louer-mamelles-6/,1,622633.1707317074
loger-dakar,APPARTEMENT F4 À LOUER SACRÉ CŒUR,600000.0,Autre,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-sacre-coeur/,1,639511.9856115108
loger-dakar,APPARTEMENT F3 À LOUER BAOBAB,400000.0,Autre,2.0,2.0,100.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f3-a-louer-baobab/,1,639511.9856115108
loger-dakar,STUDIO À LOUER MAMELLES,250000.0,Mamelles,1.0,2.0,60.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/studio-a-louer-mamelles-5/,1,622633.1707317074
loger-dakar,🏡 Appartement haut standing à louer aux Almadies,1200000.0,Almadies,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/%f0%9f%8f%a1-appartement-haut-standing-a-louer-aux-almadies/,1,1074463.5443349753
loger-dakar,APPAREMMENT F4 À YOFF BIAGUI VIRAGE,800000.0,Ngor,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/apparemment-f4-a-yoff-biagui-virage/,1,799681.1320754717
loger-dakar,APPAREMMENT F4 À YOFF VIRAGE,900000.0,Ngor,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/apparemment-f4-a-yoff-virage/,1,799681.1320754717
loger-dakar,APPARTEMENT F4 À LOUER MERMOZ,650000.0,Mermoz,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-mermoz-6/,1,1032668.5082872928
loger-dakar,APPARTEMENT F3 À LOUER FRONT DE TERRE,450000.0,Autre,2.0,3.0,100.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f3-a-louer-front-de-terre/,1,639511.9856115108
loger-dakar,APPARTEMENT F4 À LOUER MERMOZ,500000.0,Mermoz,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-mermoz-5/,1,1032668.5082872928
loger-dakar,APPARTEMENT F4 À OUEST FOIRE,500000.0,Yoff,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-ouest-foire/,1,528798.4732824428
loger-dakar,APPAREMMENT F4 À SACRÉ CŒUR 3,800000.0,Autre,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/apparemment-f4-a-sacre-coeur-3/,1,639511.9856115108
loger-dakar,APPPARTEMENT SPACIEUX F4 A YOFF HANGAR PELERIN,650000.0,Yoff,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/apppartement-spacieux-f4-a-yoff-hangar-pelerinapppartement-spacieux-f4-a-yoff-hangar-pelerin/,1,528798.4732824428
loger-dakar,À LOUER à la Cité Biagui,400000.0,Autre,2.0,3.0,100.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/a-louer-a-la-cite-biagui/,1,639511.9856115108
loger-dakar,APPARTEMENT F4 À LOUER CITÉ KEUR GORGUI,750000.0,Autre,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-cite-keur-gorgui/,1,639511.9856115108
loger-dakar,APPPARTEMENT SPACIEUX F4 A YOFF HANGAR PELERIN,600000.0,Yoff,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/apppartement-spacieux-f4-a-yoff-hangar-pelerin/,1,528798.4732824428
loger-dakar,APPARTEMENT F4 À LOUER LIBERTÉ6 EXTENSION,500000.0,Sicap,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-liberte6-extension-2/,1,559881.25
loger-dakar,APPARTEMENT F4 À LOUER MAMELLES,500000.0,Mamelles,4.0,3.0,180.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-mamelles-12/,1,622633.1707317074
loger-dakar,Appartement de type F4 à louer Amitié,800000.0,Autre,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-de-type-f4-a-louer-amitie/,1,639511.9856115108
loger-dakar,🏢 Appartement F4 disponible aux Mamelles,800000.0,Mamelles,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/%f0%9f%8f%a2-appartement-f4-disponible-aux-mamelles/,1,622633.1707317074
loger-dakar,Appartement spacieux F4 tout neuf a louer a keur massar,190000.0,Autre,3.0,3.0,140.0,0.0,0.0,1.0,https://www.loger-dakar.com/Bien/appartement-spacieux-f4-tout-neuf-a-louer-a-keur-massar/,1,639511.9856115108
loger-dakar,APPARTEMENT F3 -A LOUER – POINT-E,800000.0,Point E,2.0,2.0,100.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f3-a-louer-point-e/,1,1003072.2891566266
loger-dakar,Villa meublée 5 pièces à louer à saly,120000.0,Autre,4.0,4.0,180.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/villa-meublee-5-pieces-a-louer-a-saly-14/,1,639511.9856115108
loger-dakar,🏠 APPARTEMENT À LOUER – ALMADIES (derrière l’agence Orange),900000.0,Almadies,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/%f0%9f%8f%a0-appartement-a-louer-almadies-derriere-lagence-orange/,1,1074463.5443349753
loger-dakar,Magnifique Villa Meublée 4 Chambres à saly – Résidence Les Jardins de Popenguine,1820000.0,Autre,4.0,4.0,180.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/magnifique-villa-meublee-4-chambres-a-saly-residence-les-jardins-de-popenguine/,1,639511.9856115108
loger-dakar,Villa meublée F5 600 m² avec piscine et jardin,900000.0,Autre,4.0,4.0,180.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/villa-meublee-f5-600-m%c2%b2-avec-piscine-et-jardin/,1,639511.9856115108
loger-dakar,Bel appartement F4 meublé à louer à ngor-virage,1200000.0,Ngor,3.0,3.0,140.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/bel-appartement-f4-meuble-a-louer-a-ngor-virage/,1,799681.1320754717
loger-dakar,Appartement F4 au point E sur l’avenue Cheikh Anta Diop – Vue imprenable sur Dakar,900000.0,Point E,3.0,2.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-au-point-e-sur-lavenue-cheikh-anta-diop-vue-imprenable-sur-dakar/,1,1003072.2891566266
loger-dakar,Appartement meublé F4 à louer à Ouakam corniche ouest,550000.0,Ouakam,3.0,2.0,140.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-meuble-f4-a-louer-a-ouakam-corniche-ouest/,1,740800.0
loger-dakar,Séjour d’Exception à Saly – Villa meublée 9 pièces à 1 mn de la mer,300000.0,Autre,8.0,8.0,340.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/sejour-dexception-a-saly-villa-meublee-9-pieces-a-1-mn-de-la-mer/,1,639511.9856115108
loger-dakar,Appartement F4 à louer aux almadies,450000.0,Almadies,3.0,2.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-aux-almadies-2/,1,1074463.5443349753
loger-dakar,Duplex F5 de 270 m2 au Point-E,1800000.0,Point E,4.0,4.0,180.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/duplex-f5-de-270-m2-au-point-e/,1,1003072.2891566266
loger-dakar,Magnifique duplex meublé à Mermoz,950000.0,Mermoz,3.0,2.0,140.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/magnifique-duplex-meuble-a-mermoz/,1,1032668.5082872928
loger-dakar,"Magnifique villa meublée 7 pièces à la somone, à quelques minutes de la lagune",300000.0,Autre,6.0,6.0,260.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/magnifique-villa-meublee-7-pieces-a-la-somone-a-quelques-minutes-de-la-lagune/,1,639511.9856115108
loger-dakar,Charmante Villa 3 Chambres à saly Résidence Le Récif – Accès Plage & Piscine du Complexe,850000.0,Autre,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/charmante-villa-3-chambres-a-saly-residence-le-recif-acces-plage-piscine-du-complexe-decouvrez-cette-agreable-villa-situee-dans-la-residence-le-recif-un-cadre-paisible-et-securise-a-s/,1,639511.9856115108
loger-dakar,"Élégante Villa Familiale à Saly – Piscine Privée, Grand Espace Vert",300000.0,Autre,5.0,5.0,220.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/elegante-villa-familiale-a-saly-piscine-privee-grand-espace-vert/,1,639511.9856115108
loger-dakar,Villa meublée 5 pièces à louer à saly,180000.0,Autre,1.0,1.0,60.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/villa-meublee-5-pieces-a-louer-a-saly-13/,1,639511.9856115108
loger-dakar,DUPLEX À LOUER AUX MARISTES,750000.0,Hann Maristes,5.0,4.0,220.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/duplex-a-louer-aux-maristes/,1,432187.5
loger-dakar,APPARTEMENT F4 À LOUER MAMELLES,500000.0,Mamelles,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-mamelles-11/,1,622633.1707317074
loger-dakar,À LOUER APPARTEMENT À GIBRALTAR,700000.0,Autre,3.0,1.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/a-louer-appartement-a-gibraltar/,1,639511.9856115108
loger-dakar,🏠 À LOUER – VILLA DUPLEX À LA CITÉ BIAGUI (DAKAR-YOFF),800000.0,Yoff,4.0,4.0,180.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/%f0%9f%8f%a0-a-louer-villa-duplex-a-la-cite-biagui-dakar-yoff/,1,528798.4732824428
loger-dakar,APPAREMMENT F4 A LOUER NGOR,550000.0,Ngor,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/apparemment-f4-a-louer-ngor/,1,799681.1320754717
loger-dakar,APPARTEMENT F3 À LOUER YOFF AÉROPORT,450000.0,Yoff,2.0,3.0,100.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f3-a-louer-yoff-aeroport-2/,1,528798.4732824428
loger-dakar,Magasin à louer Amitié 3,350000.0,Autre,0.0,1.0,20.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/magasin-a-louer-amitie-3/,1,639511.9856115108
loger-dakar,MAGASIN À LOUER SICAP FOIRE,425600.0,Autre,0.0,1.0,20.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/magasin-a-louer-sicap-foire/,1,639511.9856115108
loger-dakar,"Appartement F4 à louer – Mamelles, Cité Cheikh Amar",500000.0,Mamelles,3.0,2.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-mamelles-cite-cheikh-amar/,1,622633.1707317074
loger-dakar,Magasin à louer Ouakam,200000.0,Ouakam,0.0,1.0,20.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/magasin-a-louer-ouakam-3/,1,740800.0
loger-dakar,Magasin à louer Ouakam,350000.0,Ouakam,0.0,1.0,20.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/magasin-a-louer-ouakam-2/,1,740800.0
loger-dakar,STUDIO À LOUER MAMELLES,259000.0,Mamelles,1.0,1.0,60.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/studio-a-louer-mamelles-4/,1,622633.1707317074
loger-dakar,Villa meublée 5 pièces à louer à saly,1100000.0,Autre,4.0,4.0,180.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/villa-meublee-5-pieces-a-louer-a-saly-12/,1,639511.9856115108
loger-dakar,Confort et sécurité aux almadies – Appartement F4 à louer,450000.0,Almadies,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/confort-et-securite-aux-almadies-appartement-f4-a-louer/,1,1074463.5443349753
loger-dakar,APPARTEMENT F4 À LOUER LIBERTÉ 6 EXTENSION,650000.0,Sicap,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-liberte-6-extension-2/,1,559881.25
loger-dakar,APPARTEMENT F4 À LOUER AMITIÉ 3,800000.0,Autre,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-amitie-3/,1,639511.9856115108
loger-dakar,APPARTEMENT F3 À LOUER ALMADIES,400000.0,Almadies,2.0,3.0,100.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f3-a-louer-almadies-2/,1,1074463.5443349753
loger-dakar,APPARTEMENT F4 À LOUER ALMADIES,500000.0,Almadies,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-almadies-3/,1,1074463.5443349753
loger-dakar,Magasin à louer Ouakam,200000.0,Ouakam,0.0,1.0,20.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/magasin-a-louer-ouakam/,1,740800.0
loger-dakar,Location à usage professionnel,400000.0,Autre,4.0,2.0,180.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/location-a-usage-professionnel/,1,639511.9856115108
loger-dakar,Villa R+2 à louer à la cité Mbackiyou Faye-Mamelles,1400000.0,Mamelles,5.0,3.0,220.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/villa-r2-a-louer-a-la-cite-mbackiyou-faye-mamelles/,1,622633.1707317074
loger-dakar,Studio F2 avec terrasse vue sur mer au virage – Confort et proximité,500000.0,Ngor,1.0,1.0,60.0,0.0,1.0,0.0,https://www.loger-dakar.com/Bien/studio-f2-avec-terrasse-vue-sur-mer-au-virage-confort-et-proximite/,1,799681.1320754717
loger-dakar,STUDIO À LOUER MAMELLES,300000.0,Mamelles,1.0,2.0,60.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/studio-a-louer-mamelles-3/,1,622633.1707317074
loger-dakar,Villa de luxe 4 chambres avec piscine privée à saly,180000.0,Autre,4.0,4.0,180.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/villa-de-luxe-4-chambres-avec-piscine-privee-a-saly/,1,639511.9856115108
loger-dakar,Villa meublée F5 à saly – 600 m² avec piscine et jardin,120000.0,Autre,4.0,4.0,180.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/villa-meublee-f5-a-saly-600-m%c2%b2-avec-piscine-et-jardin-2/,1,639511.9856115108
loger-dakar,📍 Appartement à louer – Ngor (proche du stade),600000.0,Ngor,3.0,2.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/%f0%9f%93%8d-appartement-a-louer-ngor-proche-du-stade/,1,799681.1320754717
loger-dakar,Plateau de Bureau à louer à cité Keur Gorgui,1000000.0,Plateau,5.0,3.0,220.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/plateau-de-bureau-a-louer-a-cite-keur-gorgui-2/,1,1921323.5294117648
loger-dakar,Plateau de Bureau à louer à cité Keur Gorgui,2000000.0,Plateau,1.0,3.0,60.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/plateau-de-bureau-a-louer-a-cite-keur-gorgui/,1,1921323.5294117648
loger-dakar,APPARTEMENT F3 À LOUER YOFF OCÉAN,650000.0,Yoff,2.0,2.0,100.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f3-a-louer-yoff-ocean-2/,1,528798.4732824428
loger-dakar,Villa R+1 mariste à louer,1000000.0,Autre,6.0,6.0,260.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/villa-r1-mariste-a-louer/,1,639511.9856115108
loger-dakar,"A Louer – Magnifique Villa Meublée – La Somone, à quelques minutes de la Lagune",300000.0,Autre,6.0,6.0,260.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/a-louer-magnifique-villa-meublee-la-somone-a-quelques-minutes-de-la-lagune/,1,639511.9856115108
loger-dakar,"A Louer : Appartement F3 Non Meublé – Les Almadies, Route King Fahd Palace",400000.0,Almadies,2.0,2.0,100.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/a-louer-appartement-f3-non-meuble-les-almadies-route-king-fahd-palace/,1,1074463.5443349753
loger-dakar,APPARTEMENT À LOUER – NGOR ALMADIES (proximité EDK Supermarché),700000.0,Almadies,4.0,3.0,180.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-a-louer-ngor-almadies-proximite-edk-supermarche/,1,1074463.5443349753
loger-dakar,Magasin à louer Yoff ONOMO,150000.0,Yoff,0.0,1.0,20.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/magasin-a-louer-yoff-onomo/,1,528798.4732824428
loger-dakar,Appartement F2 meublé aux Almadies (Route du King Fahd),2300000.0,Almadies,1.0,1.0,60.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f2-meuble-aux-almadies-route-du-king-fahd/,1,1074463.5443349753
loger-dakar,APPARTEMENT F4 À LOUER FANN HOCK,850000.0,Fann,3.0,2.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-fann-hock/,1,2078164.430379747
loger-dakar,APPARTEMENT F4 À LOUER LIBERTÉ 6,350000.0,Sicap,3.0,2.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-liberte-6-2/,1,559881.25
loger-dakar,APPARTEMENT F4 À LOUER CITÉ CPI VDN,800000.0,Autre,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-cite-cpi-vdn/,1,639511.9856115108
loger-dakar,APPARTEMENT F4 À LOUER CPI (VDN),600000.0,Autre,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-cpi-vdn/,1,639511.9856115108
loger-dakar,Appartement neuf à louer – Point E,1250000.0,Point E,3.0,3.0,140.0,0.0,0.0,1.0,https://www.loger-dakar.com/Bien/appartement-neuf-a-louer-point-e/,1,1003072.2891566266
loger-dakar,Bel appartement meublé F2 avec piscine & salle de sport – point E,1000000.0,Point E,1.0,1.0,60.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/bel-appartement-meuble-f2-avec-piscine-salle-de-sport-point-e/,1,1003072.2891566266
loger-dakar,Appartement nord foire,500000.0,Yoff,2.0,2.0,100.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-nord-foire-2/,1,528798.4732824428
loger-dakar,Appartement nord foire,500000.0,Yoff,2.0,2.0,100.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-nord-foire/,1,528798.4732824428
loger-dakar,Appartement Fann-hock,350000.0,Autre,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-fann-hock-2/,1,639511.9856115108
loger-dakar,Appartement Fann-hock,350000.0,Autre,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-fann-hock/,1,639511.9856115108
loger-dakar,Sublime Duplex Meublé à louer,1200000.0,Autre,3.0,2.0,140.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/sublime-duplex-meuble-a-louer/,1,639511.9856115108
loger-dakar,🏠 Appartement F5 à louer – Point E,2000000.0,Point E,4.0,4.0,180.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/%f0%9f%8f%a0-appartement-f5-a-louer-point-e/,1,1003072.2891566266
loger-dakar,🏠 Appartement F4 à louer – Point E,1000000.0,Point E,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/%f0%9f%8f%a0-appartement-f4-a-louer-point-e/,1,1003072.2891566266
loger-dakar,APPARTEMENT F4 À LOUER LIBERTÉ6 EXTENSION,466200.0,Sicap,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-liberte6-extension/,1,559881.25
loger-dakar,APPARTEMENT F4 À LOUER OUAKAM,550000.0,Ouakam,3.0,4.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-a-louer-ouakam-4/,1,740800.0
loger-dakar,"A LOUER – Studio meublé F1 aux maristes, près de l’école japonaise (longue durée)",400000.0,Hann Maristes,1.0,1.0,60.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/a-louer-studio-meuble-f1-aux-maristes-pres-de-lecole-japonaise-longue-duree/,1,432187.5
loger-dakar,Somptueuse villa meublée 6 pièces avec piscine privée à saly,300000.0,Autre,5.0,5.0,220.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/somptueuse-villa-meublee-6-pieces-avec-piscine-privee-a-saly/,1,639511.9856115108
loger-dakar,Duplex F5 à louer – à Yoff Biagui (Habitation ou Bureau),800000.0,Yoff,4.0,4.0,180.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/duplex-f5-a-louer-a-yoff-biagui-habitation-ou-bureau/,1,528798.4732824428
loger-dakar,Appartement meublé F5 vue imprenable sur mer à louer – Ngor Virage (près de ONUFEM),2500000.0,Ngor,4.0,4.0,180.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-meuble-f5-vue-imprenable-sur-mer-a-louer-ngor-virage-pres-de-onufem/,1,799681.1320754717
loger-dakar,Appartement meublé f5 avec piscine privée à louer à yoff-virage,175000.0,Ngor,4.0,4.0,180.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-meuble-f5-avec-piscine-privee-a-louer-a-yoff-virage/,1,799681.1320754717
loger-dakar,Almadies 🔑 F2 meublé avec grande terrasse privée,650000.0,Almadies,1.0,1.0,60.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/almadies-%f0%9f%94%91-f2-meuble-avec-grande-terrasse-privee-2/,1,1074463.5443349753
loger-dakar,Villa meublée F5 à saly – 600 m² avec piscine et jardin,900000.0,Autre,4.0,4.0,180.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/villa-meublee-f5-a-saly-600-m%c2%b2-avec-piscine-et-jardin/,1,639511.9856115108
loger-dakar,"Appartement F4 meublé parfait pour étudiants, jeunes actifs ou famille",560000.0,Autre,3.0,2.0,140.0,1.0,0.0,0.0,https://www.loger-dakar.com/Bien/appartement-f4-meuble-parfait-pour-etudiants-jeunes-actifs-ou-famille/,1,639511.9856115108
loger-dakar,A LOUER – Appartement F5 vue imprenable sur la mer – yoff-virage,1800000.0,Ngor,4.0,4.0,180.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/a-louer-appartement-f5-vue-imprenable-sur-la-mer-yoff-virage/,1,799681.1320754717
loger-dakar,🏡 Très Bel Appartement Haut Standing à Louer – Mamelles Extension,500000.0,Mamelles,2.0,2.0,100.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/%f0%9f%8f%a1-tres-bel-appartement-haut-standing-a-louer-mamelles-extension/,1,622633.1707317074
loger-dakar,Restaurant à louer – Au virage,1000000.0,Ngor,1.0,1.0,60.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/restaurant-a-louer-au-virage/,1,799681.1320754717
loger-dakar,À LOUER – Spacieuse Villa R+2 à la Cité Mbakiyou Faye,1400000.0,Autre,5.0,4.0,220.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/a-louer-spacieuse-villa-r2-a-la-cite-mbakiyou-faye/,1,639511.9856115108
loger-dakar,🏠 Appartement à louer au Point E,600000.0,Point E,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/%f0%9f%8f%a0-appartement-a-louer-au-point-e/,1,1003072.2891566266
loger-dakar,🏢 Appartement à louer – Cité Cheikh Amar,700000.0,Autre,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/%f0%9f%8f%a2-appartement-a-louer-cite-cheikh-amar/,1,639511.9856115108
loger-dakar,Trois chambres salon mermoz,500000.0,Mermoz,3.0,3.0,140.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/trois-chambres-salon-mermoz/,1,1032668.5082872928
loger-dakar,Ngor-Almadies 4chambres meubles,1600000.0,Almadies,4.0,5.0,180.0,0.0,0.0,0.0,https://www.loger-dakar.com/Bien/ngor-almadies-4chambres-meubles/,1,1074463.5443349753
